Time: Wed Sep 20 2023 03:00:43 GMT+0600 (Bangladesh Standard Time) |success:Successfully updated the discount for the book!|URL: 127.0.0.1/books/updateDiscount/65081da77565f7b3c3f61483
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:31 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
Time:Thu Oct 12 2023 08:43:32 GMT+0600 (Bangladesh Standard Time) |failed|URL: 127.0.0.1/carts/removefromCart| [error: TypeError: Cannot read properties of undefined (reading 'split')]
